Date,High,Low,Open,Close,Volume,Adj Close
2020-07-01,61.0,56.91999816894531,57.540000915527344,60.25,8335000,60.25
2020-07-02,61.38999938964844,58.90999984741211,60.849998474121094,59.15999984741211,5475500,59.15999984741211
2020-07-06,62.34000015258789,59.2400016784668,59.25,60.47999954223633,5926700,60.47999954223633
2020-07-07,62.20000076293945,59.70000076293945,61.0,60.81999969482422,6873800,60.81999969482422
2020-07-08,63.25,61.040000915527344,61.040000915527344,62.52000045776367,6058400,62.52000045776367
2020-07-09,65.72000122070312,63.560001373291016,63.88100051879883,64.48999786376953,7527100,64.48999786376953
2020-07-10,68.77999877929688,63.79999923706055,64.81999969482422,68.47000122070312,9163700,68.47000122070312
2020-07-13,69.72799682617188,61.0099983215332,69.25,61.58000183105469,13147300,61.58000183105469
2020-07-14,65.08000183105469,60.099998474121094,62.58000183105469,62.95000076293945,9576400,62.95000076293945
2020-07-15,63.720001220703125,60.869998931884766,61.43000030517578,63.130001068115234,5347400,63.130001068115234
2020-07-16,62.88999938964844,60.650001525878906,62.209999084472656,61.290000915527344,5613700,61.290000915527344
2020-07-17,61.880001068115234,58.22999954223633,61.54999923706055,58.529998779296875,9961500,58.529998779296875
2020-07-20,64.99500274658203,59.58000183105469,59.72100067138672,64.70999908447266,10351400,64.70999908447266
2020-07-21,65.30999755859375,61.900001525878906,64.8499984741211,62.880001068115234,6249600,62.880001068115234
2020-07-22,64.41000366210938,62.88100051879883,62.900001525878906,64.13999938964844,4367400,64.13999938964844
2020-07-23,65.27999877929688,60.88999938964844,64.30999755859375,62.310001373291016,4732600,62.310001373291016
2020-07-24,62.33700180053711,59.68000030517578,61.560001373291016,61.81999969482422,4048700,61.81999969482422
2020-07-27,63.90999984741211,61.75,62.58000183105469,63.68000030517578,4106800,63.68000030517578
2020-07-28,66.87000274658203,63.93000030517578,64.30000305175781,64.11000061035156,5710000,64.11000061035156
2020-07-29,66.9000015258789,64.5999984741211,64.72000122070312,66.6500015258789,4395300,66.6500015258789
2020-07-30,66.6500015258789,62.720001220703125,66.16999816894531,65.27999877929688,5413000,65.27999877929688
2020-07-31,68.94000244140625,65.5999984741211,66.69000244140625,68.22000122070312,7266500,68.22000122070312
2020-08-03,73.20999908447266,69.0999984741211,69.5999984741211,72.68000030517578,7897300,72.68000030517578
2020-08-04,71.5,69.01200103759766,70.94999694824219,70.01000213623047,6039900,70.01000213623047
2020-08-05,71.73999786376953,69.66999816894531,69.7300033569336,71.20999908447266,4990200,71.20999908447266
2020-08-06,72.5,69.68000030517578,71.7300033569336,69.72000122070312,4523300,69.72000122070312
2020-08-07,70.68000030517578,66.37000274658203,69.98999786376953,68.30000305175781,4748000,68.30000305175781
2020-08-10,69.56999969482422,65.1500015258789,68.4800033569336,67.12000274658203,3933000,67.12000274658203
2020-08-11,67.19999694824219,64.1500015258789,65.69000244140625,64.95999908447266,4140600,64.95999908447266
2020-08-12,65.7300033569336,63.7599983215332,65.20999908447266,64.36000061035156,3765800,64.36000061035156
2020-08-13,66.3499984741211,62.5,63.0,65.70999908447266,9862700,65.70999908447266
2020-08-14,67.75,64.08000183105469,66.63999938964844,64.33999633789062,4565300,64.33999633789062
2020-08-17,65.44999694824219,63.22999954223633,64.87999725341797,65.26000213623047,3850300,65.26000213623047
2020-08-18,70.77999877929688,65.55999755859375,65.8499984741211,69.81999969482422,7931600,69.81999969482422
2020-08-19,69.76000213623047,67.45999908447266,69.31999969482422,67.58999633789062,4081900,67.58999633789062
2020-08-20,69.08999633789062,67.0999984741211,67.58999633789062,68.72000122070312,3208200,68.72000122070312
2020-08-21,70.94999694824219,68.55999755859375,68.70999908447266,69.3499984741211,4077900,69.3499984741211
2020-08-24,70.25,66.20999908447266,69.94999694824219,66.87000274658203,4483700,66.87000274658203
2020-08-25,67.45999908447266,65.29000091552734,66.47000122070312,66.44999694824219,4291700,66.44999694824219
2020-08-26,68.61299896240234,66.73500061035156,66.97000122070312,67.30000305175781,4663600,67.30000305175781
2020-08-27,72.41200256347656,68.05999755859375,72.4000015258789,70.30000305175781,12952800,70.30000305175781
2020-08-28,77.45500183105469,72.25,72.41000366210938,75.95999908447266,15402900,75.95999908447266
2020-08-31,77.80000305175781,75.41000366210938,76.0,76.66999816894531,15742500,76.66999816894531
2020-09-01,84.62999725341797,78.0,78.38999938964844,83.66999816894531,13193200,83.66999816894531
2020-09-02,92.5,84.25,91.80000305175781,91.05999755859375,26695500,91.05999755859375
2020-09-03,87.9000015258789,80.51000213623047,87.80000305175781,82.27999877929688,14010200,82.27999877929688
2020-09-04,84.97200012207031,72.11000061035156,81.55000305175781,80.62999725341797,16784900,80.62999725341797
2020-09-08,91.83999633789062,79.29000091552734,79.37999725341797,85.5999984741211,32732800,85.5999984741211
2020-09-09,92.08000183105469,86.22000122070312,90.16000366210938,91.16999816894531,30086900,91.16999816894531
2020-09-10,98.61000061035156,86.37999725341797,93.55000305175781,87.75,55832600,87.75
2020-09-11,98.10700225830078,83.58000183105469,98.10700225830078,84.04000091552734,87398100,84.04000091552734
2020-09-14,83.5,78.83000183105469,81.72000122070312,82.01000213623047,52982500,82.01000213623047
2020-09-15,88.5,82.5,83.5,85.44999694824219,67929300,85.44999694824219
2020-09-16,86.3499984741211,82.19999694824219,83.7699966430664,82.58999633789062,25174500,82.58999633789062
2020-09-17,85.69999694824219,79.0199966430664,79.69000244140625,85.19999694824219,30607900,85.19999694824219
2020-09-18,90.01000213623047,83.27999877929688,85.25,89.69999694824219,44309600,89.69999694824219
2020-09-21,96.5,87.77999877929688,89.4000015258789,94.80000305175781,51263700,94.80000305175781
2020-09-22,94.6500015258789,88.43000030517578,90.33000183105469,94.38999938964844,43455600,94.38999938964844
2020-09-23,100.44000244140625,93.91000366210938,95.80999755859375,95.2300033569336,55375400,95.2300033569336
2020-09-24,95.25,88.0,93.9000015258789,88.55999755859375,34327800,88.55999755859375
2020-09-25,98.4800033569336,90.5,90.75700378417969,97.7300033569336,45866000,97.7300033569336
2020-09-28,99.4000015258789,94.41999816894531,97.2699966430664,96.91000366210938,34557700,96.91000366210938
2020-09-29,102.83000183105469,96.2699966430664,96.83999633789062,100.47000122070312,41245200,100.47000122070312
2020-09-30,101.87999725341797,98.09500122070312,99.98999786376953,99.23999786376953,19003400,99.23999786376953
2020-10-01,105.73999786376953,99.30500030517578,99.83000183105469,105.19999694824219,26735500,105.19999694824219
2020-10-02,110.25,104.08999633789062,105.0,107.51000213623047,29786600,107.51000213623047
2020-10-05,110.8499984741211,106.11000061035156,107.66999816894531,110.73999786376953,16139400,110.73999786376953
2020-10-06,113.87000274658203,109.37999725341797,110.77999877929688,111.30999755859375,19411300,111.30999755859375
2020-10-07,118.44000244140625,113.01000213623047,113.4800033569336,116.95999908447266,22040000,116.95999908447266
2020-10-08,119.88999938964844,113.69999694824219,118.91999816894531,115.0,15353600,115.0
2020-10-09,123.58000183105469,114.77999877929688,115.70999908447266,123.0199966430664,17601900,123.0199966430664
2020-10-12,129.41000366210938,122.23999786376953,125.09500122070312,127.30000305175781,20531400,127.30000305175781
2020-10-13,131.9199981689453,124.30999755859375,127.0,130.97000122070312,17317700,130.97000122070312
2020-10-14,135.30999755859375,128.25999450683594,132.11000061035156,131.44000244140625,27235700,131.44000244140625
